,joint_drug_name,condition_concept_name,PRR,PRR_error
3174,aripiprazole_lansoprazole,cataract,2.8571400000000002,2.8571400000000002
3175,metformin_aspirin,subclavian artery stenosis,2.0,2.0
3176,methadone_lidocaine,drug toxicity,8.57143,8.57143
3177,sulfamethoxazole_temozolomide,medical device complication,1.25,1.25
3178,buprenorphine_zolpidem,helicobacter test positive,10.0,10.0
3179,rosuvastatin_oxygen,limb injury,5.0,5.0
3180,pioglitazone_levothyroxine,dental caries,3.5714300000000003,3.5714300000000003
3181,magnesium hydroxide_hydralazine,dry mouth,2.0,2.0
3182,scopolamine_metoprolol,pain,4.47368,4.47368
3183,cetirizine_alendronate,respiratory arrest,1.05263,1.05263
3184,omeprazole_droperidol,haemorrhoids,10.0,10.0
3185,topiramate_ziprasidone,renal impairment,0.384615,0.384615
3186,medroxyprogesterone_anastrozole,nervousness,5.0,5.0
3187,triamterene_venlafaxine,drug interaction,3.52941,3.52941
3188,hydrocodone_ciprofloxacin,vena cava thrombosis,20.0,20.0
3189,dexamethasone_allopurinol,joint dislocation,2.22222,2.22222
3190,omeprazole_methotrexate,anosmia,1.38889,1.38889
3191,carisoprodol_levothyroxine,metrorrhagia,0.526316,0.526316
3192,dicloxacillin_triamcinolone,death,2.5,2.5
3193,vitamin d_trimethoprim,sinus bradycardia,5.0,5.0
3194,warfarin_darbepoetin alfa,gastroenteritis,8.88889,8.88889
3195,propranolol_hydroxyzine,depressed level of consciousness,6.25,6.25
3196,lamivudine_mycophenolate mofetil,neutrophil count decreased,2.5,2.5
3197,fluticasone_moxifloxacin,thrombosis,3.5,3.5
3198,diclofenac_diazepam,electrocardiogram qt prolonged,2.0,2.0
3199,propoxyphene_methylprednisolone,abdominal tenderness,5.0,5.0
3200,nicotine_mirtazapine,social avoidant behaviour,10.0,10.0
3201,methocarbamol_levofloxacin,hospitalisation,3.33333,3.33333
3202,"estrogens, conjugated (usp)_losartan",acute myocardial infarction,6.0,6.0
3203,sulfamethoxazole_spironolactone,vision blurred,0.697674,0.697674
3204,docusate_buprenorphine,pneumonia bacterial,10.0,10.0
3205,morphine_cyclophosphamide,dermatitis,13.3333,13.3333
3206,"diphenhydramine_sennosides, usp",herpes virus infection,10.0,10.0
3207,valsartan_ramipril,blood pressure inadequately controlled,17.5,17.5
3208,saquinavir_tenofovir,coma,1.25,1.25
3209,ipratropium_adalimumab,rash generalised,2.5,2.5
3210,simvastatin_dicyclomine,impaired healing,2.8571400000000002,2.8571400000000002
3211,"insulin, aspart, human_levothyroxine",renal failure,2.93706,2.93706
3212,esomeprazole_linagliptin,osteopenia,5.0,5.0
3213,dexamethasone_irinotecan,skin wrinkling,3.33333,3.33333
3214,eszopiclone_pramipexole,pulmonary hypertension,2.0,2.0
3215,citalopram_midodrine,arteriosclerosis,10.0,10.0
3216,amlodipine_guaifenesin,fungal infection,13.3333,13.3333
3217,telaprevir_mecobalamin,dizziness,3.75,3.75
3218,simvastatin_isosorbide dinitrate,ankle fracture,1.11111,1.11111
3219,furosemide_amitriptyline,mental status changes,8.07692,8.07692
3220,magnesium hydroxide_fexofenadine,arrhythmia,5.0,5.0
3221,lisinopril_pregabalin,wrist fracture,2.69231,2.69231
3222,cephalexin_cyclobenzaprine,cardiac disorder,1.81818,1.81818
3223,diazepam_morphine,narcotic intoxication,5.0,5.0
3224,aspirin_calcium acetate,surgery,1.36364,1.36364
3225,trimethoprim_thalidomide,hyperthyroidism,3.33333,3.33333
3226,amlodipine_metoprolol,pericardial drainage,10.0,10.0
3227,galantamine_atorvastatin,blood glucose increased,1.5,1.5
3228,sertraline_losartan,blood iron decreased,2.5,2.5
3229,pantoprazole_benzonatate,hypertriglyceridaemia,10.0,10.0
3230,lorazepam_decitabine,chest discomfort,2.5,2.5
3231,sulfamethoxazole_leucovorin,somnolence,1.5094299999999998,1.5094299999999998
3232,metoprolol_alprazolam,rotator cuff syndrome,1.9047599999999998,1.9047599999999998
3233,hydromorphone_gabapentin,skin mass,10.0,10.0
3234,albuterol_diphenoxylate,oliguria,5.0,5.0
3235,ramipril_azathioprine,blood creatinine increased,4.21053,4.21053
3236,metaproterenol_tiotropium,hypoaesthesia,1.1764700000000001,1.1764700000000001
3237,venlafaxine_cephalexin,aortic arteriosclerosis,10.0,10.0
3238,infliximab_clopidogrel,injection site haemorrhage,1.1764700000000001,1.1764700000000001
3239,topiramate_desvenlafaxine,anger,4.44444,4.44444
3240,erythromycin_dexamethasone,hypotension,5.33333,5.33333
3241,zolpidem_rabeprazole,nodule on extremity,10.0,10.0
3242,meclizine_potassium chloride,pleuritic pain,20.0,20.0
3243,acetaminophen_polysaccharide iron complex,spinal column stenosis,10.0,10.0
3244,lactulose_metoprolol,pain in extremity,1.28788,1.28788
3245,capecitabine_trastuzumab,musculoskeletal disorder,4.61538,4.61538
3246,docusate_gabapentin,atrioventricular block first degree,5.0,5.0
3247,dichloralphenazone_verapamil,palpitations,10.0,10.0
3248,gabapentin_ceftazidime,multi-organ failure,5.0,5.0
3249,pantoprazole_sorafenib,femur fracture,2.8571400000000002,2.8571400000000002
3250,amlodipine_sorafenib,vertigo,0.666667,0.666667
3251,omeprazole_trazodone,nail dystrophy,20.0,20.0
3252,lansoprazole_beclomethasone,anhedonia,1.66667,1.66667
3253,diltiazem_bortezomib,syncope,2.0,2.0
3254,hydrocodone_imatinib,generalised oedema,10.0,10.0
3255,naproxen_leucovorin,thrombosis,3.33333,3.33333
3256,albuterol_terbinafine,hyperlipidaemia,10.0,10.0
3257,"regular insulin, human_epoetin alfa",arteriosclerosis,3.33333,3.33333
3258,acetaminophen_oxycodone,hepatic fibrosis,2.30769,2.30769
3259,ascorbic acid_metoclopramide,red blood cell count decreased,1.66667,1.66667
3260,clavulanate_methylprednisolone,metastases to pleura,10.0,10.0
3261,capecitabine_bisoprolol,infection,3.6842099999999998,3.6842099999999998
3262,aspirin_folic acid,left atrial dilatation,10.8333,10.8333
3263,isosorbide dinitrate_doxazosin,depressed level of consciousness,2.5,2.5
3264,cisplatin_darbepoetin alfa,heart rate increased,2.0,2.0
3265,acetaminophen_baclofen,hepatic necrosis,1.0,1.0
3266,simvastatin_levothyroxine,vitamin k decreased,5.0,5.0
3267,morphine_metaxalone,acute respiratory failure,20.0,20.0
3268,filgrastim_gemcitabine,shock,3.33333,3.33333
3269,fenofibrate_lorazepam,cardiac failure congestive,3.75,3.75
3270,acetaminophen_cefdinir,deep vein thrombosis,15.7143,15.7143
3271,megestrol_gabapentin,catheter site haematoma,10.0,10.0
3272,duloxetine_methylphenidate,testicular pain,10.0,10.0
3273,vitamin a_nitroglycerin,ischaemic cardiomyopathy,10.0,10.0
3274,magnesium sulfate_dopamine,aspartate aminotransferase increased,2.5,2.5
3275,nitrofurantoin_solifenacin,rectal discharge,10.0,10.0
3276,methylprednisolone_alprazolam,dehydration,4.8051900000000005,4.8051900000000005
3277,lansoprazole_levofloxacin,treatment failure,1.66667,1.66667
3278,meprobamate_potassium chloride,cholelithiasis,5.0,5.0
3279,apixaban_spironolactone,vascular pain,10.0,10.0
3280,hydrocodone_tramadol,hallucination,2.05674,2.05674
3281,potassium_diphenoxylate,renal atrophy,20.0,20.0
3282,amlodipine_glucosamine,chromaturia,2.22222,2.22222
3283,doxycycline_gabapentin,furuncle,20.0,20.0
3284,iron_linaclotide,crohn's disease,13.3333,13.3333
3285,varenicline_methylphenidate,contusion,1.66667,1.66667
3286,desogestrel_omeprazole,skin lesion,10.0,10.0
3287,gentamicin_ondansetron,dilatation ventricular,5.0,5.0
3288,dexamethasone_carboplatin,nephrolithiasis,1.16883,1.16883
3289,tolterodine_cephalexin,pancreatitis acute,20.0,20.0
3290,clonazepam_leflunomide,septic shock,8.0,8.0
3291,azithromycin_albuterol,pulmonary hypoplasia,5.0,5.0
3292,omeprazole_ketoprofen,night sweats,1.25,1.25
3293,hydrochlorothiazide_amitriptyline,thinking abnormal,1.9047599999999998,1.9047599999999998
3294,guaifenesin_cyclobenzaprine,aphonia,10.0,10.0
3295,ceftriaxone_desloratadine,overdose,1.4285700000000001,1.4285700000000001
3296,enalapril_verapamil,akathisia,1.4285700000000001,1.4285700000000001
3297,acetaminophen_celecoxib,cardiac failure,1.4418600000000001,1.4418600000000001
3298,dexamethasone_sodium ferric gluconate complex,chest discomfort,16.6667,16.6667
3299,ketoprofen_celecoxib,nephrolithiasis,3.33333,3.33333
3300,acetaminophen_levothyroxine,mitral valve repair,5.0,5.0
3301,prednisone_labetalol,spinal fracture,3.33333,3.33333
3302,acetaminophen_vitamin b 12,lung infection,7.27273,7.27273
3303,betamethasone_omeprazole,lung neoplasm,10.0,10.0
3304,zolpidem_phenazopyridine,wound infection,30.0,30.0
3305,cephalexin_orlistat,rhinitis allergic,20.0,20.0
3306,vitamin d_magnesium oxide,tendonitis,2.5,2.5
3307,oxycodone_amifostine,asthenia,20.0,20.0
3308,esomeprazole_temazepam,full blood count decreased,5.0,5.0
3309,diphenhydramine_filgrastim,dysphonia,1.25,1.25
3310,isosorbide_exenatide,muscular weakness,0.769231,0.769231
3311,esomeprazole_ciclesonide,pyrexia,1.9047599999999998,1.9047599999999998
3312,prednisone_benztropine,completed suicide,3.33333,3.33333
3313,zoledronic acid_rofecoxib,hemiparesis,5.0,5.0
3314,furosemide_alfacalcidol,arteriosclerosis,1.53846,1.53846
3315,chlorpromazine_propranolol,blood glucose increased,1.11111,1.11111
3316,triamterene_esomeprazole,sinusitis,5.5,5.5
3317,isosorbide dinitrate_loxoprofen,liver disorder,30.0,30.0
3318,esomeprazole_gabapentin,toe amputation,5.0,5.0
3319,furosemide_methotrexate,fibroma,10.0,10.0
3320,morphine_fexofenadine,nail disorder,6.66667,6.66667
3321,valsartan_tiotropium,photosensitivity reaction,1.66667,1.66667
3322,albuterol_levothyroxine,mastoiditis,5.0,5.0
3323,carbidopa_clonazepam,spinal fracture,2.0,2.0
3324,atorvastatin_omeprazole,foot operation,2.66667,2.66667
3325,nabumetone_lorazepam,altered state of consciousness,10.0,10.0
3326,calcium carbonate_acyclovir,palmar-plantar erythrodysaesthesia syndrome,2.22222,2.22222
3327,hydrochlorothiazide_bezafibrate,anaemia,10.0,10.0
3328,prochlorperazine_propranolol,food allergy,10.0,10.0
3329,diphenhydramine_pegfilgrastim,decreased interest,10.0,10.0
3330,phenytoin_primidone,pulmonary embolism,0.5405409999999999,0.5405409999999999
3331,glucose_escitalopram,lower respiratory tract infection,10.0,10.0
3332,clonazepam_levofloxacin,tongue ulceration,10.0,10.0
3333,cyclophosphamide_indomethacin,anaemia,10.0,10.0
3334,letrozole_fluorouracil,paraesthesia oral,4.0,4.0
3335,sertraline_levofloxacin,renal cyst,13.3333,13.3333
3336,ethanol_alprazolam,intentional self-injury,4.54545,4.54545
3337,pregabalin_carvedilol,thrombotic thrombocytopenic purpura,3.33333,3.33333
3338,olanzapine_haloperidol,intestinal perforation,0.5,0.5
3339,famotidine_loxoprofen,peptic ulcer,10.0,10.0
3340,iopamidol_celecoxib,laceration,10.0,10.0
3341,zoledronic acid_vincristine,dental caries,60.0,60.0
3342,pentamidine_pyridoxal,renal failure,10.0,10.0
3343,furosemide_paroxetine,middle ear effusion,2.0,2.0
3344,clonidine_oxcarbazepine,sensation of heaviness,10.0,10.0
3345,ondansetron_desloratadine,septic shock,30.0,30.0
3346,nitrofurantoin_ondansetron,lower limb fracture,3.33333,3.33333
3347,latanoprost_tiotropium,wheelchair user,10.0,10.0
3348,warfarin_vitamin d3,herpes zoster,5.0,5.0
3349,loratadine_tiotropium,drug administration error,2.0,2.0
3350,docusate_trazodone,pneumonia streptococcal,5.0,5.0
3351,metoclopramide_finasteride,upper respiratory tract infection,5.0,5.0
3352,procyclidine_citalopram,myocarditis,10.0,10.0
3353,calcium carbonate_olmesartan,metastases to liver,1.66667,1.66667
3354,enoxaparin_tenecteplase,acute respiratory distress syndrome,20.0,20.0
3355,tacrolimus_fluvastatin,chest discomfort,3.33333,3.33333
3356,fosinopril_gentamicin,dehydration,30.0,30.0
3357,linagliptin_zonisamide,condition aggravated,6.66667,6.66667
3358,indapamide_dexamethasone,agitation,2.8571400000000002,2.8571400000000002
3359,ezetimibe_simvastatin,thrombophlebitis,2.22222,2.22222
3360,sertraline_bortezomib,convulsion,3.33333,3.33333
3361,mometasone_buspirone,panic attack,10.0,10.0
3362,etanercept_prednisone,vertigo,1.41509,1.41509
3363,zolpidem_amphetamine,blindness,5.0,5.0
3364,piroxicam_beclomethasone,ejection fraction decreased,10.0,10.0
3365,ascorbic acid_polyethylene glycol 3350,coma,2.22222,2.22222
3366,salsalate_buspirone,hot flush,10.0,10.0
3367,temazepam_vitamin d,pathological fracture,10.0,10.0
3368,albuterol_montelukast,blood pressure diastolic decreased,2.6,2.6
3369,rivaroxaban_bisoprolol,vasculitic rash,10.0,10.0
3370,metformin_acyclovir,inappropriate antidiuretic hormone secretion,10.0,10.0
3371,metformin_febuxostat,pulmonary embolism,1.4285700000000001,1.4285700000000001
3372,folic acid_rabeprazole,coronary artery disease,2.8125,2.8125
3373,candesartan_mirtazapine,flushing,0.357143,0.357143
3374,"albumin human, usp_metoclopramide",febrile neutropenia,5.0,5.0
3375,warfarin_rabeprazole,angioedema,0.37037,0.37037
3376,furosemide_clonidine,quadriparesis,10.0,10.0
3377,tramadol_methocarbamol,dermatitis bullous,30.0,30.0
3378,furosemide_ranitidine,hypermagnesaemia,30.0,30.0
3379,metformin_lisinopril,tendonitis,0.987654,0.987654
3380,erlotinib_gabapentin,muscle spasms,1.05263,1.05263
3381,acarbose_sodium oxybate,myalgia,3.33333,3.33333
3382,lamivudine_efavirenz,staphylococcal infection,1.78571,1.78571
3383,heparin_nitroglycerin,toothache,3.63636,3.63636
3384,"rosuvastatin_estrogens, esterified (usp)",sinusitis,10.0,10.0
3385,clonazepam_metoprolol,polydipsia,8.0,8.0
3386,sumatriptan_zolpidem,radiotherapy,10.0,10.0
3387,alendronate_interferon beta-1a,bronchiectasis,10.0,10.0
3388,sumatriptan_clotrimazole,gastrooesophageal reflux disease,20.0,20.0
3389,epinephrine_piperacillin,pneumothorax,10.0,10.0
3390,potassium_esomeprazole,endocarditis bacterial,10.0,10.0
3391,felodipine_clonidine,nasopharyngitis,0.769231,0.769231
3392,simvastatin_nitroglycerin,nosocomial infection,1.66667,1.66667
3393,salmeterol_calcium,orthopnoea,5.0,5.0
3394,aspirin_sertraline,shoulder arthroplasty,1.4285700000000001,1.4285700000000001
3395,"estrogens, conjugated (usp)_vitamin e",eye disorder,1.4285700000000001,1.4285700000000001
3396,losartan_loxoprofen,white blood cell count decreased,30.0,30.0
3397,trimethoprim_linagliptin,infarction,2.0,2.0
3398,pantoprazole_fenofibrate,blood pressure decreased,2.22222,2.22222
3399,hydrocortisone_metoprolol,incorrect dose administered,1.53846,1.53846
3400,salmeterol_loratadine,blood uric acid increased,5.0,5.0
3401,glyburide_promethazine,glaucoma,10.0,10.0
3402,paclitaxel_epoetin alfa,cataract,0.909091,0.909091
3403,"olanzapine_estrogens, conjugated (usp)",hemiparesis,3.33333,3.33333
3404,atorvastatin_pravastatin,ureteral disorder,10.0,10.0
3405,furosemide_ezetimibe,hypertrichosis,20.0,20.0
3406,oxycodone_esomeprazole,large intestine polyp,5.0,5.0
3407,candesartan_digoxin,muscular dystrophy,5.0,5.0
3408,benzonatate_triamcinolone,sinus tachycardia,20.0,20.0
3409,risperidone_valganciclovir,amnesia,3.33333,3.33333
3410,propranolol_interferon beta-1a,cardiac failure congestive,2.38095,2.38095
3411,butorphanol_cyclobenzaprine,no therapeutic response,5.0,5.0
3412,ramipril_escitalopram,thrombosis,1.0,1.0
3413,telaprevir_thalidomide,emotional disorder,1.66667,1.66667
3414,tenofovir disoproxil_raltegravir,hyperhidrosis,0.322581,0.322581
3415,valdecoxib_rofecoxib,nocturia,4.0,4.0
3416,interferon beta-1a_dimethyl fumarate,reading disorder,20.0,20.0
3417,amlodipine_enalapril,abscess jaw,20.0,20.0
3418,zolpidem_bortezomib,embolic stroke,10.0,10.0
3419,daptomycin_dalfopristin,nausea,0.909091,0.909091
3420,metformin_insulin lispro,haemorrhagic anaemia,2.1428599999999998,2.1428599999999998
3421,metformin_etodolac,unevaluable event,1.53846,1.53846
3422,budesonide_oxaprozin,somnolence,10.0,10.0
3423,vitamin b6_bortezomib,hyperlipidaemia,30.0,30.0
3424,calcium gluconate_rofecoxib,anaemia,3.33333,3.33333
3425,ramipril_progesterone,anaemia,10.0,10.0
3426,triamterene_naproxen,parosmia,10.0,10.0
3427,epinephrine_lidocaine,incorrect drug administration rate,5.0,5.0
3428,varenicline_calcium,urinary retention,3.33333,3.33333
3429,linseed oil_rosuvastatin,generalised erythema,5.0,5.0
3430,alendronate_prednisone,synovial cyst,24.0,24.0
3431,filgrastim_mesna,cytomegalovirus viraemia,40.0,40.0
3432,albuterol_acetylcysteine,diabetes mellitus inadequate control,3.33333,3.33333
3433,magnesium hydroxide_vitamin e,weight decreased,11.4286,11.4286
3434,pantoprazole_iopromide,rash,1.11111,1.11111
3435,oxybutynin_insulin lispro,hydronephrosis,10.0,10.0
3436,carisoprodol_prednisolone,aplasia,30.0,30.0
3437,calcium carbonate_omeprazole,fibrin degradation products increased,2.5,2.5
3438,folate_carvedilol,peritonitis,10.0,10.0
3439,rosuvastatin_insulin glargine,productive cough,2.0,2.0
3440,acetaminophen_vitamin e,extrapyramidal disorder,2.5,2.5
3441,metronidazole_vancomycin,eye disorder,0.344828,0.344828
3442,pregabalin_meloxicam,febrile neutropenia,0.357143,0.357143
3443,epirubicin_fluorouracil,arteriosclerosis coronary artery,1.05263,1.05263
3444,metaproterenol_metoprolol,nausea,1.5625,1.5625
3445,rituximab_vincristine,wound dehiscence,0.645161,0.645161
3446,docusate_magnesium oxide,disseminated intravascular coagulation,2.5,2.5
3447,clopidogrel_gabapentin,joint swelling,1.39706,1.39706
3448,oxycodone_carvedilol,ulcer haemorrhage,1.4285700000000001,1.4285700000000001
3449,lorazepam_isosorbide,hypophosphataemia,2.5,2.5
3450,milnacipran_adalimumab,rash macular,12.5,12.5
3451,duloxetine_esomeprazole,tongue discolouration,6.25,6.25
3452,tizanidine_diltiazem,osteomyelitis,10.0,10.0
3453,pravastatin_gemfibrozil,hot flush,2.0,2.0
3454,ranitidine_dimenhydrinate,blister,10.0,10.0
3455,aspirin_chlorocresol,stomatitis,10.0,10.0
3456,metoclopramide_interferon beta-1a,speech disorder,5.0,5.0
3457,rosuvastatin_labetalol,epididymitis,10.0,10.0
3458,prochlorperazine_alprazolam,bile duct obstruction,15.0,15.0
3459,amlodipine_gadopentetate dimeglumine,dialysis,10.0,10.0
3460,tacrolimus_teriparatide,gastrooesophageal reflux disease,5.0,5.0
3461,clonidine_metaxalone,nervousness,1.25,1.25
3462,enalapril_pregabalin,viith nerve paralysis,2.5,2.5
3463,hydralazine_prednisone,fibrin d dimer increased,3.33333,3.33333
3464,oxybutynin_metoclopramide,myelodysplastic syndrome,3.33333,3.33333
3465,cyclophosphamide_amiodarone,cardio-respiratory arrest,3.33333,3.33333
3466,duloxetine_letrozole,dehydration,2.5,2.5
3467,dextromethorphan_sertraline,diverticulum,20.0,20.0
3468,pantoprazole_loratadine,thinking abnormal,3.33333,3.33333
3469,glucose_epoetin beta,asthenia,1.25,1.25
3470,sertraline_metaxalone,ocular hyperaemia,7.5,7.5
3471,pantoprazole_alprazolam,rhonchi,5.0,5.0
3472,promethazine_magnesium sulfate,ligament sprain,10.0,10.0
3473,ibuprofen_pravastatin,sciatica,3.33333,3.33333
3474,potassium chloride_mupirocin,hepatic cirrhosis,3.33333,3.33333
3475,omeprazole_finasteride,skin discolouration,1.30435,1.30435
3476,rosiglitazone_carvedilol,paraesthesia,0.8,0.8
3477,morphine_lorazepam,disseminated intravascular coagulation,2.17391,2.17391
3478,zolpidem_nicotine,vulvovaginal pain,10.0,10.0
3479,morphine_dexamethasone,blood electrolytes decreased,10.0,10.0
3480,zoledronic acid_clonazepam,ischaemic cerebral infarction,20.0,20.0
3481,doxazosin_sirolimus,oedema,3.75,3.75
3482,emtricitabine_vincristine,off label use,3.33333,3.33333
3483,propoxyphene_cefdinir,depression,2.0,2.0
3484,fulvestrant_cyclophosphamide,large intestinal stenosis,10.0,10.0
3485,morphine_ramipril,melaena,5.88235,5.88235
3486,magnesium oxide_insulin glargine,gamma-glutamyltransferase increased,3.0,3.0
3487,prochlorperazine_triamcinolone,neuralgia,40.0,40.0
3488,pantoprazole_eptifibatide,renal disorder,10.0,10.0
3489,repaglinide_clopidogrel,aspiration,3.33333,3.33333
3490,vancomycin_lansoprazole,klebsiella sepsis,5.0,5.0
3491,cyclosporine_doxepin,drug ineffective,2.5,2.5
3492,magnesium_rosuvastatin,arthritis,4.375,4.375
3493,etanercept_allopurinol,injection site pain,3.52941,3.52941
3494,ribavirin_clindamycin,malignant neoplasm progression,3.33333,3.33333
3495,methadone_pamidronate,arthralgia,14.4444,14.4444
3496,tramadol_doxycycline,suicidal ideation,1.81818,1.81818
3497,"estrogens, conjugated (usp)_diclofenac",body temperature increased,4.0,4.0
3498,bevacizumab_docetaxel,gastric haemorrhage,6.66667,6.66667
3499,ondansetron_hydroxyzine,pulmonary function test decreased,10.0,10.0
3500,gliclazide_dexamethasone,glycosylated haemoglobin increased,10.0,10.0
3501,oxycodone_magnesium oxide,vertigo,0.208333,0.208333
3502,clarithromycin_nitroglycerin,chromaturia,10.0,10.0
3503,diphenhydramine_clonidine,hypomagnesaemia,10.0,10.0
3504,isosorbide dinitrate_formoterol,pain in extremity,0.666667,0.666667
3505,tamoxifen_metoclopramide,weight increased,5.55556,5.55556
3506,aspirin_amantadine,hypovolaemic shock,10.0,10.0
3507,formoterol_omalizumab,abdominal distension,1.4864899999999999,1.4864899999999999
3508,bromhexine_rabeprazole,epistaxis,10.0,10.0
3509,albuterol_imatinib,skin oedema,5.0,5.0
3510,omeprazole_lubiprostone,metastases to bone,10.0,10.0
3511,cyclophosphamide_methotrexate,cerebral disorder,3.52941,3.52941
3512,oxycodone_temsirolimus,large intestine perforation,5.0,5.0
3513,sertraline_prednisone,arthritis bacterial,5.0,5.0
3514,acetaminophen_melphalan,biopsy liver abnormal,10.0,10.0
3515,nabumetone_misoprostol,deafness,5.0,5.0
3516,paclitaxel_levofloxacin,osteolysis,80.0,80.0
3517,metformin_rosiglitazone,uterine haemorrhage,0.769231,0.769231
3518,paclitaxel_dasatinib,pain in extremity,3.33333,3.33333
3519,potassium_ramipril,pupil fixed,10.0,10.0
3520,"latanoprost_insulin, aspart, human",fall,1.4285700000000001,1.4285700000000001
3521,epoetin alfa_gemcitabine,bacterial infection,20.0,20.0
3522,niacin_ketoconazole,asthma,10.0,10.0
3523,aspirin_acebutolol,tendonitis,10.0,10.0
3524,vitamin b 12_adalimumab,panic attack,1.35135,1.35135
3525,ceftriaxone_mesalamine,spinal osteoarthritis,10.0,10.0
3526,enoxaparin_mirtazapine,toxic epidermal necrolysis,12.0,12.0
3527,paclitaxel_digoxin,cholecystitis chronic,10.0,10.0
3528,losartan_methylprednisolone,lipids abnormal,10.0,10.0
3529,duloxetine_metoprolol,paradoxical drug reaction,3.33333,3.33333
3530,calcium carbonate_potassium,kidney transplant rejection,3.33333,3.33333
3531,warfarin_sucralfate,multiple fractures,15.0,15.0
3532,nortriptyline_citalopram,gingival ulceration,20.0,20.0
3533,amlodipine_fluconazole,coronary artery atherosclerosis,10.0,10.0
3534,acetaminophen_ethanol,lung infiltration,0.555556,0.555556
3535,erythromycin_morphine,dysphagia,8.0,8.0
3536,teriparatide_nifedipine,muscle spasms,7.692310000000001,7.692310000000001
3537,aspirin_ruxolitinib,groin pain,2.5,2.5
3538,diazepam_orlistat,spinal column stenosis,5.0,5.0
3539,topiramate_varenicline,unevaluable event,2.0,2.0
3540,lisinopril_paroxetine,metabolic disorder,2.5,2.5
3541,acetaminophen_morphine,enterococcal bacteraemia,15.0,15.0
3542,aspirin_furosemide,cerebellar infarction,1.71429,1.71429
3543,folic acid_adalimumab,electromyogram abnormal,2.0,2.0
3544,moxifloxacin_gemfibrozil,arthropathy,10.0,10.0
3545,potassium citrate_fluconazole,blood creatinine increased,2.0,2.0
3546,ondansetron_propofol,venoocclusive liver disease,2.0,2.0
3547,sumatriptan_paroxetine,abdominal pain upper,1.6,1.6
3548,pamidronate_zopiclone,pyrexia,1.11111,1.11111
3549,enalapril_bisoprolol,atrioventricular block complete,8.0,8.0
3550,mometasone_metoprolol,sedation,1.25,1.25
3551,natalizumab_atenolol,atrial fibrillation,2.22222,2.22222
3552,aspirin_filgrastim,pseudomonas test positive,10.0,10.0
3553,tramadol_parecoxib,rectal haemorrhage,10.0,10.0
3554,pseudoephedrine_vitamin b6,thrombocytopenia,10.0,10.0
3555,rosuvastatin_clonidine,impaired work ability,3.33333,3.33333
3556,dexpanthenol_ramipril,leukopenia,10.0,10.0
3557,hydrocodone_warfarin,soliloquy,10.0,10.0
3558,simvastatin_teriflunomide,migraine,10.0,10.0
3559,nitrous oxide_sevoflurane,bradycardia,26.3636,26.3636
3560,norepinephrine_atropine,tachycardia,5.0,5.0
3561,hydrocodone_paclitaxel,rales,2.0,2.0
3562,salmeterol_azelastine,joint lock,5.0,5.0
3563,ascorbic acid_cyanocobalamin co57,nervousness,2.5,2.5
3564,rizatriptan_cyclobenzaprine,drug administration error,2.5,2.5
3565,mometasone_alendronate,erythema,1.37931,1.37931
3566,"estrogens, conjugated (usp)_beclomethasone",blister,10.0,10.0
3567,tapentadol_duloxetine,dehydration,1.53846,1.53846
3568,amlodipine_ezetimibe,creatinine renal clearance increased,10.0,10.0
3569,ibuprofen_ramipril,drug level increased,4.0,4.0
3570,tobramycin_warfarin,vomiting,2.72727,2.72727
3571,cimetidine_metoclopramide,economic problem,70.0,70.0
3572,metformin_guaifenesin,abdominal pain upper,1.92308,1.92308
3573,povidone-iodine_dexamethasone,abdominal distension,4.0,4.0
3574,calcium citrate_rabeprazole,emotional distress,10.0,10.0
3575,albuterol_omeprazole,obstructive uropathy,2.0,2.0
3576,travoprost_benazepril,thrombosis,5.0,5.0
3577,warfarin_granisetron,scoliosis,15.0,15.0
3578,loteprednol etabonate_levothyroxine,hypersomnia,10.0,10.0
3579,clavulanate_gabapentin,drug-induced liver injury,10.0,10.0
3580,fluticasone_triamterene,proctalgia,5.0,5.0
3581,pantoprazole_sulbactam,hemiparesis,30.0,30.0
3582,rabbit anti-human t-lymphocyte globulin_cytarabine,petechiae,5.0,5.0
3583,valacyclovir_acetaminophen,abnormal dreams,0.434783,0.434783
3584,coenzyme q10_lansoprazole,incorrect product storage,10.0,10.0
3585,"cinnamon oil, leaf_lansoprazole",nasopharyngitis,5.0,5.0
3586,magnesium_glucosamine,emotional distress,4.0,4.0
3587,erythromycin_pregabalin,mouth ulceration,40.0,40.0
3588,tramadol_vitamin d,sinus congestion,8.0,8.0
3589,vitamin e_ritonavir,muscle spasms,10.0,10.0
3590,furosemide_trimethoprim,ventricular arrhythmia,10.0,10.0
3591,nystatin_filgrastim,pain in jaw,20.0,20.0
3592,furosemide_chlorhexidine,blood calcium decreased,10.0,10.0
3593,ceftriaxone_pioglitazone,nervousness,6.66667,6.66667
3594,methylprednisolone_heparin,depressed level of consciousness,5.21739,5.21739
3595,azithromycin_tazobactam,pneumocystis jiroveci pneumonia,5.0,5.0
3596,dabigatran etexilate_metoprolol,embolic stroke,57.5,57.5
3597,vitamin d_verapamil,dysphonia,4.44444,4.44444
3598,estradiol_metronidazole,injury,10.5556,10.5556
3599,ibuprofen_ranitidine,cognitive disorder,1.1764700000000001,1.1764700000000001
3600,dexamethasone_tiotropium,groin pain,2.5,2.5
3601,escitalopram_sitagliptin,vulvovaginal mycotic infection,10.0,10.0
